Number,Title
1707,complexity one- two-qubit system
1708,using deep learning technique search miniboone low energy excess microboone sensitivity
1709,database feature machine learning model identify thermally driven metal-insulator transition compound
1710,boundary problem three-dimensional dirac operator generalizedmitbag model unbounded domain
1711,primal-dual mesh convolutional neural network
1712,mapping machine-learned physic human-readable space
1713,atlas fusion modern framework autonomous agent sensor data fusion
1714,deciphering undersegmented ancient script using phonetic prior
1715,modeling content context deep relational learning
1716,standard model supergravity model naturally small cosmological constant
1717,model hierarchy predictive control robotic system
1718,hybrid star hyperon strange quark matter
1719,observables spheroidal magnetized strange star
1720,surface curvature property charged strangelets compact object
1721,matdram pure-matlab delayed-rejection adaptive metropolis-hastings markov chain monte carlo sampler
1722,nonminimal coupling forgotten field axion inflation
1723,electrocardiogram heartbeat classification using convolutional neural network detection cardiac arrhythmia
1724,quantum simulation open quantum system heavy-ion collision
1725,neural speech synthesis estonian
1726,proof-of-concept thermoelectric oxygen sensor exploiting oxygen mobility gdbaco2o5
1727,jet wake linearized hydrodynamics
1728,fast fully-reproducible serialparallel monte carlo mcmc simulation visualization via paramontepython library
1729,towards question-answering automatic metric evaluating content quality summary
1730,effective field theory jet substructure heavy ion collision
1731,exoplanets sub-gev dark matter detector
1732,paramonte high-performance serialparallel monte carlo simulation library fortran
1733,critical temperature deconfinement constrained space using bag model vanishing baryon density
1734,hybrid optoelectronic mott insulator
1735,modifiedmitbag model part qcd phase diagram hot quark star
1736,low-energy scattering effective interaction two baryon msim 450 mev lattice quantum chromodynamics
1737,metasub microbiome core analysis pipeline enables large scale metagenomic analysis
1738,alternation magnetic anisotropy accompanied metal-insulator transition strained ultrathin manganite heterostructures
1739,chiral crossover transition dyson-schwinger equation sphere
1740,funding crispr understanding role government philanthropic institution supporting academic research within crispr innovation system
1741,chaos exponent syk traversable wormhole
1742,conditional sequential modulation efficient global image retouching
1743,preliminary determination second mellin moment pion distribution amplitude using heavy quark operator product expansion
1744,two-orbital degeneracy lifted state local precursor metal-insulator transition
1745,coupled transport equation quarkonium production heavy ion collision
1746,teaching tech talk k-12 conversational artificial intelligence literacy curriculum development tool
1747,lattice qcd constraint parton distribution function 3texthe
1748,condition tighter noncommutation needed nonclassicality
1749,casimir free energy massive fermion comparative study various approach
1750,disentangling jet modification
1751,quarkonium semiclassical transport quark-gluon plasma factorization quantum correction
1752,physics-based shading reconstruction intrinsic image decomposition
1753,mapping researcher peoplemap
1754,hologen open source toolbox high-speed hologram generation
1755,nuclear matrix element lattice qcd electroweak beyond-standard-model process
1756,qcd beyond leading power
1757,weak measurement superconducting qubit reconciles incompatible operator
1758,data-driven quark gluon jet modification heavy-ion collision
1759,hunflair easy-to-use tool state-of-the-art biomedical named entity recognition
1760,key principle workforce upskilling via online learning learning analytics study professional course additive manufacturing
1761,impossible conventional mean ten year darpa red balloon challenge
1762,sampling using sun gauge equivariant flow
1763,energy flow particle collision
1764,magnetic moment octet decuplet low-lying charm low-lying bottom baryon nuclear medium
1765,machine learning health personalized model forecasting alzheimer disease progression
1766,best world high performance interactive batch launching
1767,hamlet hierarchical multimodal attention-based human activity recognition algorithm
1768,entanglement entropy equilibrated pure state quantum many-body system gravity
1769,bound transport univalence pole-skipping
1770,prospect heavy wimp dark matter cta wino higgsino
1771,neural modeling named entity morphology nemo2
1772,particle-particle particle-tree code planetary system formation individual cut-off method gplum
