Title,Authors
Implementing the three-particle quantization condition for $π^+π^+K^+$ and related systems,"Tyler D. Blanton, Fernando Romero-López, Stephen R. Sharpe"
Searching for Yang-Lee zeros in O($N$) models,"Felipe Attanasio, Marc Bauer, Lukas Kades, Jan M. Pawlowski"
Longitudinal Speech Biomarkers for Automated Alzheimer's Detection,"Jordi Laguarta Soler, Brian Subirana"
"Dimensional Expressivity Analysis, best-approximation errors, and automated design of parametric quantum circuits","Lena Funcke, Tobias Hartung, Karl Jansen, Stefan Kühn, Manuel Schneider, Paolo Stornati"
WIMPs Without Weakness: Generalized Mass Window with Entropy Injection,"Pouya Asadi, Tracy R. Slatyer, Juri Smirnov"
Machine Learning of Thermodynamic Observables in the Presence of Mode Collapse,"Kim A. Nicoli, Christopher Anders, Lena Funcke, Tobias Hartung, Karl Jansen, Pan Kessel, Shinichi Nakajima, Paolo Stornati"
Theory of a continuous bandwidth-tuned Wigner-Mott transition,"Seth Musser, T. Senthil, Debanjan Chowdhury"
SummaC: Re-Visiting NLI-based Models for Inconsistency Detection in Summarization,"Philippe Laban, Tobias Schnabel, Paul N. Bennett, Marti A. Hearst"
Hadron-quark Pasta Phase in Massive Neutron Stars,"Min Ju, Jinniu Hu, Hong Shen"
Galaxy shapes of Light (GaLight): a 2D modeling of galaxy images,"Xuheng Ding, Simon Birrer, Tommaso Treu, John D. Silverman"
Early-type galaxy density profiles from IllustrisTNG: III. Effects on outer kinematic structure,"Yunchong Wang, Shude Mao, Mark Vogelsberger, Volker Springel, Lars Hernquist, Risa Wechsler, ., Tsinghua, Stanford, MIT, MPA, Harvard, SLAC"
Using classical bit-flip correction for error mitigation including 2-qubit correlations,"Constantia Alexandrou, Lena Funcke, Tobias Hartung, Karl Jansen, Stefan Kuehn, Georgios Polykratis, Paolo Stornati, Xiaoyang Wang"
A Novel TSK Fuzzy System Incorporating Multi-view Collaborative Transfer Learning for Personalized Epileptic EEG Detection,"Andong Li, Zhaohong Deng, Qiongdan Lou, Kup-Sze Choi, Hongbin Shen, Shitong Wang"
Solving Probability and Statistics Problems by Program Synthesis,"Leonard Tang, Elizabeth Ke, Nikhil Singh, Nakul Verma, Iddo Drori"
Solving Linear Algebra by Program Synthesis,"Iddo Drori, Nakul Verma"
The 't Hooft-Veneziano limit of the Polyakov loop models,"O. Borisenko, V. Chelnokov, S. Voloshyn"
Lee-Yang edge singularities in lattice QCD : A systematic study of singularities in the complex $μ_B$ plane using rational approximations,"Simran Singh, Petros Dimopoulos, Lorenzo Dini, Francesco Di Renzo, Jishnu Goswami, Guido Nicotra, Christian Schmidt, Kevin Zambello, Felix Ziesche"
Charge Order Stabilized Quantum Spin Liquid in Hollandite K$_2$V$_8$O$_{16}$,"Ola Kenji Forslund, Elisabetta Nocerino, Masahiko Isobe, Daniel Andreica, Stephen Cottrell, Hidenori Takagi, Yasmine Sassa, Jun Sugiyama, Martin Månsson"
Improved topological sampling for lattice gauge theories,"David Albandea, Pilar Hernández, Alberto Ramos, Fernando Romero-López"
Lee-Yang edge singularities in 2+1 flavor QCD with imaginary chemical potential,"Guido Nicotra, Petros Dimopoulos, Lorenzo Dini, Francesco Di Renzo, Jishnu Goswami, Christian Schmidt, Simran Singh, Kevin Zambello, Felix Ziesche"
B- and D-meson semileptonic decays with highly improved staggered quarks,"William I Jay, Andrew Lytle, Carleton DeTar, Aida El-Khadra, Elvira Gamiz, Zechariah Gelzer, Steven Gottlieb, Andreas Kronfeld, Jim Simone, Alejandro Vaquero"
Investigating the variance increase of readout error mitigation through classical bit-flip correction on IBM and Rigetti quantum computers,"Constantia Alexandrou, Lena Funcke, Tobias Hartung, Karl Jansen, Stefan Kühn, Georgios Polykratis, Paolo Stornati, Xiaoyang Wang, Tom Weber"
"Mapping Access to Water and Sanitation in Colombia using Publicly Accessible Satellite Imagery, Crowd-sourced Geospatial Information and RandomForests","Niccolo Dejito, Ren Avell Flores, Rodolfo de Guzman, Isabelle Tingzon, Liliana Carvajal, Alberto Aroca, Carlos Delgado"
Initial value problem in string-inspired nonlocal field theory,"Harold Erbin, Atakan Hilmi Fırat, Barton Zwiebach"
Interpretable Personalized Experimentation,"Han Wu, Sarah Tan, Weiwei Li, Mia Garrard, Adam Obeng, Drew Dimmery, Shaun Singh, Hanson Wang, Daniel Jiang, Eytan Bakshy"
Localization via Quasi-Periodic Bulk-Bulk Correspondence,"Dan S. Borgnia, Robert-Jan Slager"
On the nature of the mass-gap object in the GW190814 event,"Luiz L. Lopes, Debora P. Menezes"
3+1D $θ$-Term on the Lattice from the Hamiltonian Perspective,"Angus Kan, Lena Funcke, Stefan Kühn, Luca Dellantonio, Jinglei Zhang, Jan F. Haase, Christine A. Muschik, Karl Jansen"
Discovering and Exploiting Sparse Rewards in a Learned Behavior Space,"Giuseppe Paolo, Miranda Coninx, Alban Laflaquière, Stephane Doncieux"
A Helioscope for Gravitationally Bound Millicharged Particles,"Asher Berlin, Katelin Schutz"
Adapting to the Long Tail: A Meta-Analysis of Transfer Learning Research for Language Understanding Tasks,"Aakanksha Naik, Jill Lehman, Carolyn Rose"
Multi-Scale High-Resolution Vision Transformer for Semantic Segmentation,"Jiaqi Gu, Hyoukjun Kwon, Dilin Wang, Wei Ye, Meng Li, Yu-Hsin Chen, Liangzhen Lai, Vikas Chandra, David Z. Pan"
A framework for causal segmentation analysis with machine learning in large-scale digital experiments,"Nima S. Hejazi, Wenjing Zheng, Sathya Anand"
A Modified Dynamic Time Warping (MDTW) Approach and Innovative Average Non-Self Match Distance (ANSD) Method for Anomaly Detection in ECG Recordings,Hua-Liang Wei
Lattice QCD results for the topological up-quark mass contribution: too small to rescue the $m_u=0$ solution to the strong CP problem,"Constantia Alexandrou, Jacob Finkenrath, Lena Funcke, Karl Jansen, Bartosz Kostrzewa, Ferenc Pittler, Carsten Urbach"
$ππ$ scattering at Large $N_\text{c}$,"Jorge Baeza-Ballesteros, Pilar Hernández, Fernando Romero-López"
CP-violating Dashen phase transition in the two-flavor Schwinger model: a study with matrix product states,"Lena Funcke, Karl Jansen, Stefan Kühn"
Cu doping effects on the electronic structure of Fe1-xCuxSe,"Soonsang Huh, Zouyouwei Lu, Youn Sik Kim, Donghan Kim, Shaobo Liu, Mingwei Ma, Li Yu, Fang Zhou, Xiaoli Dong, Changyoung Kim, Zhongxian Zhao"
"Finite-density QCD, $\mathcal{PT}$ symmetry, and dual algorithms","Moses A. Schindler, Stella T. Schindler, Michael C. Ogilvie"
Axion dark matter-induced echo of supernova remnants,"Yitian Sun, Katelin Schutz, Anjali Nambrath, Calvin Leung, Kiyoshi Masui"
GANash -- A GAN approach to steganography,"Venkatesh Subramaniyan, Vignesh Sivakumar, A. K. Vagheesan, S. Sakthivelan, K. J. Jegadish Kumar, K. K. Nagarajan"
Disentangling Jet Modification in Jet Simulations and in Z+Jet Data,"Jasmine Brewer, Quinn Brodsky, Krishna Rajagopal"
Predictions and postdictions for relativistic lead and oxygen collisions with Trajectum,"Govert Nijs, Wilke van der Schee"
IVS3D: An Open Source Framework for Intelligent Video Sampling and Preprocessing to Facilitate 3D Reconstruction,"Max Hermann, Thomas Pollok, Daniel Brommer, Dominic Zahn"
"QuantumNAT: Quantum Noise-Aware Training with Noise Injection, Quantization and Normalization","Hanrui Wang, Jiaqi Gu, Yongshan Ding, Zirui Li, Frederic T. Chong, David Z. Pan, Song Han"
Efficient Fully-Coherent Quantum Signal Processing Algorithms for Real-Time Dynamics Simulation,"John M. Martyn, Yuan Liu, Zachary E. Chin, Isaac L. Chuang"
Evaluation of $SU(3)$ smearing on FPGA accelerator cards,"Salvatore Calì, Grzegorz Korcyl, Piotr Korcyl"
Latent heat and pressure gap at the first-order deconfining phase transition of SU(3) Yang-Mills theory using the small flow-time expansion method,"Kazuyuki Kanaya, Mizuki Shirogane, Shinji Ejiri, Ryo Iwami, Masakiyo Kitazawa, Hiroshi Suzuki, Yusuke Taniguchi, Takashi Umeda"
Two-Fermion Bound and Scattering States in a Finite Volume including QED in P-Wave and Beyond,Gianluca Stellin
A Regularization Method to Improve Adversarial Robustness of Neural Networks for ECG Signal Classification,"Linhai Ma, Liang Liang"
BEAMetrics: A Benchmark for Language Generation Evaluation Evaluation,"Thomas Scialom, Felix Hill"
"Finite-density QCD, $\mathcal{PT}$ symmetry, and exotic phases","Moses A. Schindler, Stella T. Schindler, Michael C. Ogilvie"
A neural simulation-based inference approach for characterizing the Galactic Center $γ$-ray excess,"Siddharth Mishra-Sharma, Kyle Cranmer"
Refcat: The Internet Archive Scholar Citation Graph,"Martin Czygan, Helge Holzmann, Bryan Newbold"
Online Trajectory Optimization for Dynamic Aerial Motions of a Quadruped Robot,"Matthew Chignoli, Sangbae Kim"
Quick-Look Pipeline Lightcurves for 9.1 Million Stars Observed Over the First Year of the TESS Extended Mission,"Michelle Kunimoto, Chelsea Huang, Evan Tey, Willie Fong, Katharine Hesse, Avi Shporer, Natalia Guerrero, Michael Fausnaugh, Roland Vanderspek, George Ricker"
Towards Quantum Simulations in Particle Physics and Beyond on Noisy Intermediate-Scale Quantum Devices,"Lena Funcke, Tobias Hartung, Karl Jansen, Stefan Kühn, Manuel Schneider, Paolo Stornati, Xiaoyang Wang"
Quark stars in 4-dimensional Einstein-Gauss-Bonnet gravity,"Ksh. Newton Singh, S. K. Maurya, Abhisek Dutta, Farook Rahaman, Somi Aktar"
Bound entanglement in thermalized states and black hole radiation,"Shreya Vardhan, Jonah Kudler-Flam, Hassan Shapourian, Hong Liu"
Real-time Optimal Landing Control of theMITMini Cheetah,"Se Hwan Jeon, Sangbae Kim, Donghyun Kim"
Word Acquisition in Neural Language Models,"Tyler A. Chang, Benjamin K. Bergen"
Real-Time Patient-Specific ECG Classification by 1D Self-Operational Neural Networks,"Junaid Malik, Ozer Can Devecioglu, Serkan Kiranyaz, Turker Ince, Moncef Gabbouj"
SOUL: An Energy-Efficient Unsupervised Online Learning Seizure Detection Classifier,"Adelson Chua, Michael I. Jordan, Rikky Muller"
Inferring dark matter substructure with astrometric lensing beyond the power spectrum,Siddharth Mishra-Sharma
"$K$- and $D_{(s)}$-meson leptonic decay constants with physical light, strange and charm quarks by ETMC","P. Dimopoulos, R. Frezzotti, M. Garofalo, S. Simula"
Parton physics from a heavy-quark operator product expansion: Lattice QCD calculation of the second moment of the pion distribution amplitude,"William Detmold, Anthony Grebe, Issaku Kanamori, C. -J. David Lin, Santanu Mondal, Robert Perry, Yong Zhao"
Structural Persistence in Language Models: Priming as a Window into Abstract Language Representations,"Arabella Sinclair, Jaap Jumelet, Willem Zuidema, Raquel Fernández"
TSM: Temporal Shift Module for Efficient and Scalable Video Understanding on Edge Device,"Ji Lin, Chuang Gan, Kuan Wang, Song Han"
Evolving Evolutionary Algorithms using Linear Genetic Programming,Mihai Oltean
The software design of Gridap: a Finite Element package based on the Julia JIT compiler,"Francesc Verdugo, Santiago Badia"
Identifying the QCD Phase Transitions via the Gravitational Wave Frequency from Supernova Explosion,"Zhan Bai, Wei-jie Fu, Yu-xin Liu"
"CoMeT: An Integrated Interval Thermal Simulation Toolchain for 2D, 2.5D, and 3D Processor-Memory Systems","Lokesh Siddhu, Rajesh Kedia, Shailja Pandey, Martin Rapp, Anuj Pathania, Jörg Henkel, Preeti Ranjan Panda"
"Differential Cohomology: Categories, Characteristic Classes, and Connections","Araminta Amabel, Arun Debray, Peter J. Haine"
Text-based NP Enrichment,"Yanai Elazar, Victoria Basmov, Yoav Goldberg, Reut Tsarfaty"
Probing a dilute short lived Quark Gluon Plasma medium with jets,Varun Vaidya
Naming Schema for a Human Brain-Scale Neural Network,"Morgan Schaefer, Lauren Michelin, Jeremy Kepner"
Adding boundary terms to Anderson localized Hamiltonians leads to unbounded growth of entanglement,Yichen Huang
Exact emergent quantum state designs from quantum chaotic dynamics,"Wen Wei Ho, Soonwon Choi"
Masses and magnetic moments of hadrons with one and two open heavy quarks: heavy baryons and tetraquarks,"Wen-Xuan Zhang, Hao Xu, Duojie Jia"
Critical Points in Quantum Generative Models,Eric R. Anschuetz
General Bounds on Holographic Complexity,"Netta Engelhardt, Åsmund Folkestad"
Reversible modulation of metal-insulator transition in VO2 via chemically-induced oxygen migration,"Kun Han, Hanyu Wang, Liang Wu, Yu Cao, Dong-Chen Qi, Changjian Li, Zhen Huang, Xiao Li, X. Renshaw Wang"
A universal formula for the density of states in theories with finite-group symmetry,"Daniel Harlow, Hirosi Ooguri"
Effective gravitational action for 2D massive fermions,"Adel Bilal, Corinne de Lacroix, Harold Erbin"
Radiative thermal diode via hyperbolic metamaterials,"Qizhang Li, Haiyu He, Qun Chen, Bai Song"
Les Houches Lectures on Indirect Detection of Dark Matter,Tracy R. Slatyer
Isostructural Metal-Insulator Transition Driven by Dimensional-Crossover in SrIrO3 Heterostructures,"Shuai Kong, Lei Li, Zengxing Lu, Jiatai Feng, Xuan Zheng, Pengbo Song, You-guo Shi, Yumei Wang, Binghui Ge, Katharina Rolfs, Ekaterina Pomjakushina, Thorsten Schmitt, Nicholas C. Plumb, Ming Shi, Zhicheng Zhong, Milan Radovic, Zhiming Wang, Run-Wei Li"
Vector interactions inhibit quark-hadron mixed phases in neutron stars,"G. Lugones, A. G. Grunfeld"
Møller operators and Hadamard states for Dirac fields withMITboundary conditions,"Nicolò Drago, Nicolas Ginoux, Simone Murro"
Real-World Application of Various Trajectory Planning Algorithms onMITRACECAR,Oguzhan Kose
"Thickness dependent transition from the 1T$^\prime$ to Weyl semimetal phase in ultrathin MoTe$ _{2} $: Electrical transport, Noise and Raman studies","Manabendra Kuiri, Subhadip Das, D. V. S. Muthu, Anindya Das, A K Sood"
Gravitationally decoupled strange star model beyond standard maximum mass limit in Einstein-Gauss-Bonnet gravity,"S. K. Maurya, Ksh. Newton Singh, M. Govender, Sudan Hansraj"
GRP-FED: Addressing Client Imbalance in Federated Learning via Global-Regularized Personalization,"Yen-Hsiu Chou, Shenda Hong, Chenxi Sun, Derun Cai, Moxian Song, Hongyan Li"
Conserving Lattice Gauge Theory for Finite Systems,Alexander Rothkopf
Effects of anisotropy on strongly magnetized neutron and strange quark stars in general relativity,"Debabrata Deb, Banibrata Mukhopadhyay, Fridolin Weber"
Transverse Momentum and Transverse Momentum Distributions in theMITBag Model,"A. I. Signal, F. G. Cao"
Weisfeiler-Leman in the BAMBOO: Novel AMR Graph Metrics and a Benchmark for AMR Graph Similarity,"Juri Opitz, Angel Daza, Anette Frank"
Supercomputing Enabled Deployable Analytics for Disaster Response,"Kaira Samuel, Jeremy Kepner, Michael Jones, Lauren Milechin, Vijay Gadepally, William Arcand, David Bestor, William Bergeron, Chansup Byun, Matthew Hubbell, Michael Houle, Anna Klein, Victor Lopez, Julie Mullen, Andrew Prout, Albert Reuther, Antonio Rosa, Sid Samsi, Charles Yee, Peter Michaleas"
"Quantendynamik offener Systeme, Trendbericht Theoretische Chemie 2020, Teil 3",Benjamin P. Fingerhut
Node-Based Job Scheduling for Large Scale Simulations of Short Running Jobs,"Chansup Byun, William Arcand, David Bestor, Bill Bergeron, Vijay Gadepally, Michael Houle, Matthew Hubbell, Michael Jones, Anna Klein, Peter Michaleas, Lauren Milechin, Julie Mullen, Andrew Prout, Albert Reuther, Antonio Rosa, Siddharth Samsi, Charles Yee, Jeremy Kepner"
Evaluating Efficacy of Indoor Non-Pharmaceutical Interventions against COVID-19 Outbreaks with a Coupled Spatial-SIR Agent-Based Simulation Framework,"Chathika Gunaratne, Rene Reyes, Erik Hemberg, Una-May O'Reilly"
A variational study of two-nucleon systems with lattice QCD,"Saman Amarasinghe, Riyadh Baghdadi, Zohreh Davoudi, William Detmold, Marc Illa, Assumpta Parreno, Andrew V. Pochinsky, Phiala E. Shanahan, Michael L. Wagman"
UzBERT: pretraining a BERT model for Uzbek,"B. Mansurov, A. Mansurov"
Denoising ECG by Adaptive Filter with Empirical Mode Decomposition,"Bingze Dai, Wen Bai"
Measurements of the magnetic field strengths at the bases of stellar coronae using the magnetic-field-induced transition theory,"Yajie Chen, Xianyu Liu, Hui Tian, Xianyong Bai, Meng Jin, Wenxian Li, Yang Yang, Zihao Yang, Yuanyong Deng"
Chiral matter multiplicities and resolution-independent structure in 4D F-theory models,"Patrick Jefferson, Washington Taylor, Andrew P. Turner"
Electrically Charged Quark Stars in $4D$ Einstein-Gauss-Bonnet Gravity,"Juan M. Z. Pretel, Ayan Banerjee, Anirudh Pradhan"
An End-to-End Deep Learning Approach for Epileptic Seizure Prediction,"Yankun Xu, Jie Yang, Shiqi Zhao, Hemmings Wu, Mohamad Sawan"
Disorder induced 2D metal-insulator transition in moiré transition metal dichalcogenide multilayers,"Seongjin Ahn, Sankar Das Sarma"
Partially Supervised Named Entity Recognition via the Expected Entity Ratio Loss,"Thomas Effland, Michael Collins"
Tools for Quantum Computing Based on Decision Diagrams,"Robert Wille, Stefan Hillmich, Lukas Burgholzer"
"Spatial Temporal Analysis of 40,000,000,000,000 Internet Darkspace Packets","Jeremy Kepner, Michael Jones, Daniel Andersen, Aydin Buluc, Chansup Byun, K Claffy, Timothy Davis, William Arcand, Jonathan Bernays, David Bestor, William Bergeron, Vijay Gadepally, Micheal Houle, Matthew Hubbell, Anna Klein, Chad Meiners, Lauren Milechin, Julie Mullen, Sandeep Pisharody, Andrew Prout, Albert Reuther, Antonio Rosa, Siddharth Samsi, Doug Stetson, Adam Tse"
"Vertical, Temporal, and Horizontal Scaling of Hierarchical Hypersparse GraphBLAS Matrices","Jeremy Kepner, Tim Davis, Chansup Byun, William Arcand, David Bestor, William Bergeron, Vijay Gadepally, Matthew Hubbell, Michael Houle, Michael Jones, Anna Klein, Lauren Milechin, Julie Mullen, Andrew Prout, Albert Reuther, Antonio Rosa, Siddharth Samsi, Charles Yee, Peter Michaleas"
Notes on Perfectly Matched Layers (PMLs),Steven G. Johnson
Continual Learning for Grounded Instruction Generation by Observing Human Following Behavior,"Noriyuki Kojima, Alane Suhr, Yoav Artzi"
AutoVideo: An Automated Video Action Recognition System,"Daochen Zha, Zaid Pervaiz Bhat, Yi-Wei Chen, Yicheng Wang, Sirui Ding, Jiaben Chen, Kwei-Herng Lai, Mohammad Qazim Bhat, Anmoll Kumar Jain, Alfredo Costilla Reyes, Na Zou, Xia Hu"
